D2BHa D2BHd D2BCJ D2AHa D2AHd D2ACJ D2temp D2Voltage D3BHa D3BHd D3BCJ D3AHa D3AHd D3ACJ D3temp D3Voltage 日期 时间 
154.2818 -108.3491 0 153.2016 -108.3597 0 24.75 23.6223 350.7247 -0.0023804 108.3467 350.1256 0.059875 108.4196 24.8125 23.4859 23-Dec-2019 15:47:21
154.2972 -108.3336 0 153.211 -108.3503 0 24.6875 23.6314 350.6992 -0.027832 108.3058 350.1002 0.034424 108.3848 24.8125 23.4859 23-Dec-2019 15:47:52
154.2883 -108.3425 0 153.2021 -108.3592 0 24.6875 23.6223 350.6847 -0.042328 108.3002 350.0857 0.019928 108.3792 24.8125 23.4859 23-Dec-2019 15:48:23
154.3076 -108.3232 0 153.2214 -108.3399 0 24.6875 23.6223 350.6931 -0.033905 108.2893 350.0941 0.028351 108.3682 24.8125 23.4859 23-Dec-2019 15:48:54
154.2964 -108.3344 0 153.2162 -108.3451 0 24.75 23.6223 350.6959 -0.031128 108.3033 350.0969 0.031128 108.3762 24.8125 23.4859 23-Dec-2019 15:49:25
154.2852 -108.3457 0 153.205 -108.3563 0 24.75 23.6314 350.6818 -0.045288 108.3004 350.0827 0.016968 108.3733 24.8125 23.4859 23-Dec-2019 15:49:56
154.2422 -108.3886 0 153.162 -108.3993 0 24.75 23.6223 350.6616 -0.06546 108.3231 350.0625 -0.0032349 108.396 24.8125 23.4859 23-Dec-2019 15:50:27
154.2701 -108.3608 0 153.1838 -108.3775 0 24.75 23.6314 350.6687 -0.05838 108.3024 350.0696 0.0038452 108.3813 24.8125 23.4859 23-Dec-2019 15:50:58
154.3331 -108.2977 0 153.2529 -108.3084 0 24.6875 23.6314 350.7354 0.0083008 108.306 350.1363 0.070557 108.379 24.8125 23.4859 23-Dec-2019 15:51:30
154.4164 -108.2144 0 153.3362 -108.2251 0 24.75 23.6223 350.8205 0.093445 108.3079 350.2215 0.15576 108.3809 24.8125 23.4768 23-Dec-2019 15:52:01
154.377 -108.2539 0 153.2968 -108.2645 0 24.75 23.6223 350.7759 0.048889 108.3027 350.1769 0.11118 108.3757 24.8125 23.4768 23-Dec-2019 15:52:32
154.3032 -108.3276 0 153.223 -108.3383 0 24.75 23.6314 350.699 -0.028046 108.2996 350.0935 0.027802 108.3661 24.8125 23.4768 23-Dec-2019 15:53:03
154.3461 -108.2847 0 153.2599 -108.3014 0 24.6875 23.6223 350.7508 0.023743 108.3085 350.1518 0.086029 108.3874 24.8125 23.4859 23-Dec-2019 15:53:34
154.1981 -108.4328 0 153.1118 -108.4495 0 24.6875 23.6314 350.5961 -0.13092 108.3018 349.997 -0.068726 108.3808 24.8125 23.4859 23-Dec-2019 15:54:05
154.1803 -108.4505 0 153.0941 -108.4673 0 24.75 23.6132 350.5874 -0.13962 108.3109 349.9801 -0.085602 108.3817 24.8125 23.4768 23-Dec-2019 15:54:36
154.2598 -108.371 0 153.1736 -108.3877 0 24.6875 23.6223 350.6691 -0.057983 108.313 350.07 0.0042419 108.392 24.8125 23.4768 23-Dec-2019 15:55:07
154.3881 -108.2427 0 153.3019 -108.2594 0 24.6875 23.6223 350.7888 0.061737 108.3045 350.1898 0.12402 108.3834 24.8125 23.4859 23-Dec-2019 15:55:38
154.3676 -108.2633 0 153.2874 -108.274 0 24.6875 23.6223 350.7455 0.018433 108.2817 350.1464 0.080688 108.3546 24.8125 23.4768 23-Dec-2019 15:56:09
154.2948 -108.336 0 153.2086 -108.3527 0 24.6875 23.6223 350.6966 -0.030426 108.3056 350.0976 0.03183 108.3845 24.8125 23.4768 23-Dec-2019 15:56:41
154.2615 -108.3693 0 153.1813 -108.38 0 24.6875 23.6223 350.6644 -0.062622 108.3067 350.0653 -0.00039673 108.3796 24.8125 23.4859 23-Dec-2019 15:57:12
154.2233 -108.4075 0 153.1431 -108.4182 0 24.75 23.6223 350.6488 -0.078217 108.3293 350.0497 -0.015991 108.4022 24.8125 23.4859 23-Dec-2019 15:57:43
154.1993 -108.4316 0 153.113 -108.4483 0 24.6875 23.6223 350.6051 -0.12192 108.3096 350.006 -0.059723 108.3885 24.8125 23.4768 23-Dec-2019 15:58:14
154.2529 -108.378 0 153.1666 -108.3947 0 24.6875 23.6223 350.6538 -0.073242 108.3047 350.0547 -0.011017 108.3837 24.8125 23.4859 23-Dec-2019 15:58:45
154.2657 -108.3651 0 153.1795 -108.3819 0 24.6875 23.6314 350.6321 -0.094971 108.2702 350.033 -0.032745 108.3491 24.8125 23.4768 23-Dec-2019 15:59:16
154.2668 -108.364 0 153.1806 -108.3807 0 24.6875 23.6223 350.6695 -0.057556 108.3064 350.0704 0.0046692 108.3854 24.8125 23.4859 23-Dec-2019 15:59:47
154.2 -108.4309 0 153.1137 -108.4476 0 24.75 23.6223 350.6093 -0.11771 108.3132 350.0103 -0.055481 108.3921 24.8125 23.4859 23-Dec-2019 16:00:18
154.2228 -108.408 0 153.1366 -108.4247 0 24.6875 23.6223 350.6898 -0.037292 108.3707 350.0907 0.024963 108.4497 24.8125 23.4859 23-Dec-2019 16:00:49
